CO_NCM,Setor,Subsetor,Produto,NCM
41012230,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, EM BRUTO","PELE EM BRUTO,DE BOVINO (DORSO),DIVID.S/FLOR,FRESCA,ETC"
41012910,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, EM BRUTO","OUTS.PELES EM BRUTO,DE BOVINO,NAO DIVIDIDAS,FRESCAS,ETC"
41012920,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, EM BRUTO","OUTS.PELES EM BRUTO,DE BOVINO,DIVID.C/FLOR,FRESCAS,ETC."
41012930,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, EM BRUTO","OUTS.PELES EM BRUTO,DE BOVINO,DIVID.S/FLOR,FRESCAS,ETC."
41013010,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, EM BRUTO","PELE EM BRUTO,DE BOVINO,CONSERV.DE OUT.MODO,N/DIVIDIDA"
41013020,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, EM BRUTO","PELE EM BRUTO,DE BOVINO,CONSERV.OUT.MODO,DIVID.C/A FLOR"
41013030,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, EM BRUTO","PELE EM BRUTO,DE BOVINO,CONSERV.OUT.MODO,DIVID.S/A FLOR"
41014010,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE EQUÍDEOS, EM BRUTO","PELES EM BRUTO,DE EQUIDEOS,NAO DIVIDIDAS"
41014020,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE EQUÍDEOS, EM BRUTO","PELES EM BRUTO,DE EQUIDEOS,DIVIDIDAS COM A FLOR"
41014030,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE EQUÍDEOS, EM BRUTO","PELES EM BFUTO,DE EQUIDEOS,DIVIDIDAS SEM A FLOR"
41015010,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS OU EQUÍDEOS, EM BRUTO","COUROS/PELES,BOVINOS,INTEIROS,S/DIVID.P>=16KG"
41015020,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS OU EQUÍDEOS, EM BRUTO","COUROS/PELES,BOVINOS,INT.DIV.C/A FLOR,P>=16KG"
41015030,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS OU EQUÍDEOS, EM BRUTO","COUROS/PELES,BOVINOS,INT.DIV.S/A FLOR,P>=16KG"
41019010,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS OU EQUÍDEOS, EM BRUTO","OUTS.COUROS E PELES,DE BOVINOS,SEM DIVIDIR"
41019020,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS OU EQUÍDEOS, EM BRUTO","OUTS.COUROS/PELES,DE BOVINOS,DIVID.C/A FLOR"
41019030,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS OU EQUÍDEOS, EM BRUTO","OUTS.COUROS/PELES,DE BOVINOS,DIVID.S/A FLOR"
41021000,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OVINOS,"COUROS/PELES DE OVINOS, EM BRUTO","PELES EM BRUTO,DE OVINOS,COM LA"
41022100,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OVINOS,"COUROS/PELES DE OVINOS, EM BRUTO","PELES EM BRUTO,DE OVINOS,'PICLADAS'"
41022900,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OVINOS,"COUROS/PELES DE OVINOS, EM BRUTO","OUTRAS PELES EM BRUTO,DE OVINOS,DEPILADAS OU SEM LA"
41031000,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE CAPRINOS,"COUROS/PELES DE CAPRINOS, EM BRUTO","PELES EM BRUTO,DE CAPRINOS"
41032000,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE RÉPTEIS,"COUROS/PELES DE RÉPTEIS, EM BRUTO","PELES EM BRUTO,DE REPTEIS"
41033000,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE SUÍNOS,"COUROS/PELES DE SUÍNOS, EM BRUTO","COUROS E PELES,DE SUINOS,EM BRUTO"
41039000,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OUTROS ANIMAIS,"COUROS/PELES DE OUTROS ANIMAIS, EM BRUTO","PELES EM BRUTO,DE OUTROS ANIMAIS"
41041011,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, CURTIDO, WET BLUE","COURO/PELE INTEIRA,DE BOVINO,S<=2.6M2,'WET BLUE',N/DIV."
41041012,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, CURTIDO, WET BLUE","COURO/PELE INTEIR.BOVINA,S<=2.6M2,'WET BLUE',DIV.C/FLOR"
41041013,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, CURTIDO, WET BLUE","COURO/PELE INTEIR.BOVINA,S<=2.6M2,'WET BLUE',DIV.S/FLOR"
41041020,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"OUTROS COUROS/PELES DE BOVINOS, CURTIDO","COURO/PELE INTEIRA,DE BOVINO,S<=2.6M2,'BOX-CALF'"
41041090,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"OUTROS COUROS/PELES DE BOVINOS, CURTIDO","OUTS.COUROS/PELES INTEIRAS,BOVINAS,S<=2.6M2,PREPARADOS"
41041111,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, CURTIDO, WET BLUE","COUROS INT.BOVINOS,N/DIV.'WET BLUE',S<=2,6M2"
41041112,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"OUTROS COUROS/PELES DE BOVINOS, CURTIDO","COUROS INT.BOVINOS,N/DIV.UM.PENA FLOR<=2,6M2"
41041113,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"OUTROS COUROS/PELES DE BOVINOS, CURTIDO","OUTS.COUROS BOVINOS,N/DIV.UMID.PRE-CURT.VEG."
41041114,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"OUTROS COUROS/PELES DE BOVINOS, CURTIDO","OUTS.COUROS BOVINOS,INCL.BUFALOS,N/DIV.UMID.PENA FLOR"
41041119,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE EQUÍDEOS, CURTIDO","COUROS EQUIDEOS,N/DIV.UMID.PENA FLOR"
41041121,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, CURTIDO, WET BLUE","COUROS INT.BOVINOS,DIVID.'WET BLUE',S<=2,6M2"
41041122,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"OUTROS COUROS/PELES DE BOVINOS, CURTIDO","COUROS INT.BOVINOS,DIV.UM.PENA FLOR,S<=2,6M2"
41041123,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"OUTROS COUROS/PELES DE BOVINOS, CURTIDO","OUTS.COUROS BOVINOS,DIV.UMID.PRE-CURT.VEG"
41041124,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"OUTROS COUROS/PELES DE BOVINOS, CURTIDO","OUTS.COUROS BOVINOS,INCL.BUFALOS,DIVID.UMID.PENA FLOR"
41041129,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE EQUÍDEOS, CURTIDO","COUROS EQUIDEOS,DIVID.UMID.PENA FLOR"
41041910,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, CURTIDO, WET BLUE","OUTS.COUROS INT.BOVINOS,'WET BLUE',S<=2,6M2"
41041920,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"OUTROS COUROS/PELES DE BOVINOS, CURTIDO","OUTS.COUROS/PELES,INT.BOVINOS,UMID.S<=2,6M2"
41041930,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"OUTROS COUROS/PELES DE BOVINOS, CURTIDO","OUTS.COUROS/PELES,BOVINOS,UMID.PRE-CURT.VEG."
41041940,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"OUTROS COUROS/PELES DE BOVINOS, CURTIDO","OUTS.COUROS/PELES,BOVINOS,INCL.BUFALOS,UMIDOS"
41041990,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE EQUÍDEOS, CURTIDO","COUROS/PELES,EQUIDEOS,UMIDOS"
41042100,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"OUTROS COUROS/PELES DE BOVINOS, CURTIDO","COUROS E PELES,DE BOVINOS,COM PRE-CURTIMENTA VEGETAL"
41042211,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, CURTIDO, WET BLUE","COURO/PELE,INTEIRO/MEIO,DE BOVINO,'WET BLUE',N/DIVIDIDO"
41042212,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, CURTIDO, WET BLUE","COURO/PELE,INTEIRO/MEIO,DE BOVINO,'WET BLUE',DIV.C/FLOR"
41042213,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, CURTIDO, WET BLUE","COURO/PELE,INTEIRO/MEIO,DE BOVINO,'WET BLUE',DIV.S/FLOR"
41042219,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, CURTIDO, WET BLUE","OUTROS COUROS E PELES,DE BOVINOS,'WET BLUE'"
41042290,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"OUTROS COUROS/PELES DE BOVINOS, CURTIDO","OUTS.COUROS E PELES,DE BOVINOS,PRE-CURTIDOS DE OUT.MODO"
41042900,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"OUTROS COUROS/PELES DE BOVINOS, CURTIDO","OUTS.COUROS E PELES,DE BOVINOS/EQUIDEOS,CURTIDOS,RECURT"
41043111,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, CURTIDO, SEMI-ACABADO","COURO/PELE BOVINA,CURT.AO VEG.P/SOLAS,PLENA FLOR,S/ACAB"
41043119,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, CURTIDO, SEMI-ACABADO","OUTS.COUROS/PELES BOVINAS,PREPAR.CURT.PLENA FLOR,S/ACAB"
41043120,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, CURTIDO, SEMI-ACABADO","COURO/PELE BOVINA,PREPAR.APOS CURTIM.PLENA FLOR,C/ACAB."
41043190,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"OUTROS COUROS/PELES DE BOVINOS OU EQUIDEOS, CURTIDO","OUTS.COUROS/PELES,DE BOVINO/EQUIDEO,PREPARS.PLENA FLOR"
41043911,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, CURTIDO, SEMI-ACABADO","OUTS.COUROS/PELES,DE BOVINO,PREPAR.APOS CURTIM.S/ACABAM"
41043912,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, CURTIDO, SEMI-ACABADO","OUTS.COUROS/PELES,DE BOVINO,PREPAR.APOS CURTIM.C/ACABAM"
41043990,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"OUTROS COUROS/PELES DE BOVINOS OU EQUIDEOS, CURTIDO","OUTS.COUROS/PELES,DE BOVINO/EQUIDEO,APERGAMINS.PREPARS."
41044110,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, CRUST","COUROS INT.BOVINOS,SECOS,PENA FLOR,S<=2,6M2"
41044120,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, CRUST","COUROS BOVINOS,SECOS,PENA FL.CURT.VEG.P/SOLAS"
41044130,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, CRUST","OUTS.COUROS/PELES BOVINOS,SECOS,PENA FLOR"
41044190,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE EQUÍDEOS, CRUST","COUROS/PELES EQUIDEOS,SECOS,PENA FLOR"
41044910,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, CRUST","OUTS.COUROS/PELES INT.BOVINOS,SECOS,S<=2,6M2"
41044920,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, CRUST","OUTS.COUROS/PELES BOVINOS,SECOS"
41044990,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE EQUÍDEOS, CRUST","COUROS/PELES EQUIDEOS,SECOS"
41051010,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OVINOS,"OUTROS COUROS/PELES DE OVINOS, CURTIDAS","PELES DEPILAD.DE OVINOS,UMID.C/PRE-CURT.VEGET"
41051021,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OVINOS,"COUROS/PELES DE OVINOS, CURTIDO, WET BLUE","PELES DEPILAD.DE OVINOS,CURT.CROMO 'WET BLUE'"
41051029,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OVINOS,"OUTROS COUROS/PELES DE OVINOS, CURTIDAS","OUTS.PELES DEPILADAS,DE OVINOS,PRE-CURTIDAS"
41051090,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OVINOS,"OUTROS COUROS/PELES DE OVINOS, CURTIDAS","OUTS.PELES DEPILADAS,DE OVINOS,CURTIDAS"
41051100,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OVINOS,"OUTROS COUROS/PELES DE OVINOS, CURTIDAS","PELES DEPILADAS,DE OVINOS,COM PRE-CURTIMENTA VEGETAL"
41051210,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OVINOS,"COUROS/PELES DE OVINOS, CURTIDO, WET BLUE","PELES DEPILADAS,DE OVINOS,CURTID.CROMO,UMIDO,'WET BLUE'"
41051290,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OVINOS,"OUTROS COUROS/PELES DE OVINOS, CURTIDAS","PELES DEPILADAS,DE OVINOS,PRE-CURTIDAS DE OUTRO MODO"
41051900,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OVINOS,"OUTROS COUROS/PELES DE OVINOS, CURTIDAS","OUTRAS PELES DEPILADAS,DE OVINOS,CURTIDAS OU RECURTIDAS"
41052010,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OVINOS,"OUTROS COUROS/COUROS/PELES DE OVINOS, CRUST","PELES DEPILADAS,DE OVINOS,CURTID.AO CROMO,SECO,'CRUST'"
41052090,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OVINOS,"OUTROS COUROS/PELES DE OVINOS, CURTIDAS","PELES DEPILADAS,DE OVINOS,APERGAMINS.PREPAR.APOS CURTIM"
41053000,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OVINOS,"COUROS/PELES DE OVINOS, CRUST","PELES DEPILADAS DE OVINOS,SECAS,'CRUST'"
41061100,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE CAPRINOS,"OUTROS COUROS/PELES DE CAPRINOS, CURTIDOS","PELES DEPILADAS,DE CAPRINOS,COM PRE-CURTIMENTA VEGETAL"
41061210,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE CAPRINOS,"COUROS/PELES DE CAPRINOS, CURTIDOS, WET BLUE","PELES DEPILADAS,DE CAPRINOS,CURT.CROMO,UMIDO,'WET BLUE'"
41061290,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE CAPRINOS,"OUTROS COUROS/PELES DE CAPRINOS, CURTIDOS","PELES DEPILADAS,DE CAPRINOS,PRE-CURTIDAS DE OUTRO MODO"
41061900,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE CAPRINOS,"OUTROS COUROS/PELES DE CAPRINOS, CURTIDOS","OUTS.PELES DEPILADAS,DE CAPRINOS,CURTIDAS OU RECURTIDAS"
41062010,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE CAPRINOS,"OUTROS COUROS/PELES DE CAPRINOS, CURTIDOS","PELES DEPILADAS,DE CAPRINOS,CURTIDAS AO CROMO,C/ACABAM."
41062090,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE CAPRINOS,"OUTROS COUROS/PELES DE CAPRINOS, CURTIDOS","OUTS.PELES DEPILADAS,DE CAPRINOS,APERGAM.PREPAR.CURTIM."
41062110,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE CAPRINOS,"OUTROS COUROS/PELES DE CAPRINOS, CURTIDOS",COUROS/PELES CAPRINOS C/PRE-CURTIM.VEGETAL
41062121,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE CAPRINOS,"COUROS/PELES DE CAPRINOS, CURTIDOS, WET BLUE","COUROS/PELES CAPRINOS,UMID.'WET BLUE'"
41062129,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE CAPRINOS,"OUTROS COUROS/PELES DE CAPRINOS, CURTIDOS","OUTS.COUROS/PELES CAPRINOS,UMID.PRE CURTIDOS"
41062190,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE CAPRINOS,"OUTROS COUROS/PELES DE CAPRINOS, CURTIDOS","OUTS.COUROS/PELES CAPRINOS,CURTIDOS"
41062200,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE CAPRINOS,"COUROS/PELES DE CAPRINOS, CRUST","COUROS/PELES CAPRINOS,NO ESTADO SECO 'CRUST'"
41063110,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE SUÍNOS,"COUROS/PELES DE SUÍNOS, CURTIDOS, WET BLUE",COUROS/PELES DE SUINOS CURTID.UMID.'WET BLUE'
41063190,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE SUÍNOS,"OUTROS COUROS/PELES DE SUÍNOS, CURTIDOS","OUTS.COUROS/PELES,DE SUINOS,CURTID.UMID."
41063200,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE SUÍNOS,"COUROS/PELES DE SUÍNOS, CRUST","COUROS/PELES DE SUINOS,CURTID.SECO ('CRUST')"
41064000,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE RÉPTEIS,"COUROS/PELES DE RÉPTEIS, CURTIDOS OU CRUST","COUROS/PELES DE REPTEIS,CURTIDOS OU 'CRUST'"
41069100,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OUTROS ANIMAIS,"COUROS/PELES DE OUTROS ANIMAIS, CURTIDOS","COUROS/PELES DE OUTS.ANIMAIS,CURT.UMIDO"
41069200,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OUTROS ANIMAIS,"COUROS/PELES DE OUTROS ANIMAIS, CRUST","COUROS/PELES DE OUTS.ANIMAIS,EST.SECO 'CRUST'"
41071010,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE SUÍNOS,"COUROS/PELES DE SUÍNOS, PREPARADOS","PELES DEPILADAS,DE SUINOS,CURTID.CROMO,UMIDO,'WET BLUE'"
41071090,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE SUÍNOS,"COUROS/PELES DE SUÍNOS, PREPARADOS","OUTRAS PELES DEPILADAS,DE SUINOS,PREPARADAS"
41071110,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, PREPARADOS","COUROS INT.BOVINOS,PENA FLOR,PREPARS.S<=2,6M2"
41071120,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, PREPARADOS","OUTS.COUROS/PELES,INT.BOVINOS,PENA FL.PREPARS"
41071190,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE EQUÍDEOS, PREPARADOS","COUROS/PELES,INT.EQUIDEOS,PENA FLOR,PREPARS."
41071210,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, PREPARADOS","COUROS/PELES,INT.BOVINOS,PREPARS.S<=2,6M2"
41071220,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, PREPARADOS","OUTS.COUROS/PELES,INT.BOVINOS,PREPARS.ETC."
41071290,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE EQUÍDEOS, PREPARADOS","COUROS/PELES,INTEIROS.EQUIDEOS,PREPARADOS"
41071910,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, PREPARADOS","COUROS/PELES INT.BOVINOS,PREPARS.S<=2,6M2"
41071920,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, PREPARADOS","OUTS.COUROS/PELES INT.BOVINOS,PREPARADOS"
41071990,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE EQUÍDEOS, PREPARADOS","COUROS/PELES INT.EQUIDEOS,PREPARS.APOS CURTIM"
41072100,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE RÉPTEIS,"COUROS/PELES DE RÉPTEIS, PREPARADOS","PELES DE REPTEIS,COM PRE-CURTIMENTA VEGETAL"
41072900,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE RÉPTEIS,"COUROS/PELES DE RÉPTEIS, PREPARADOS","OUTRAS PELES DE REPTEIS,PREPARADAS"
41079000,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE OUTROS ANIMAIS,"COUROS/PELES DE OUTROS ANIMAIS, PREPARADOS","PELES DEPILADAS,DE OUTROS ANIMAIS,PREPARADAS"
41079110,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, PREPARADOS","COUROS/PELES,BOVINOS,PREPARS.PENA FLOR,N/DIV."
41079190,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE EQUÍDEOS, PREPARADOS","COUROS/PELES,EQUIDEOS,PREPARS.PENA FLOR,N/DIV"
41079210,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, PREPARADOS","COUROS/PELES,BOVINOS,PREPARS.DIVID.C/A FLOR"
41079290,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE EQUÍDEOS, PREPARADOS","COUROS/PELES,EQUIDEOS,PREPARS.DIVID.C/A FLOR"
41079910,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE BOVINOS, PREPARADOS","OUTS.COUROS/PELES,BOVINOS,PREPARADOS"
41079990,"COUROS, PRODUTOS DE COURO E PELETERIA",COUROS E PELES DE BOVINOS OU EQUÍDEOS,"COUROS/PELES DE EQUÍDEOS, PREPARADOS","OUTS.COUROS/PELES,EQUIDEOS,PREPARADOS"
41080000,"COUROS, PRODUTOS DE COURO E PELETERIA",OUTROS COUROS E PELES,COUROS/PELES ACAMURÇADOS,"COUROS E PELES,ACAMURCADOS,INCL.A CAMURCA COMBINADA"
41090010,"COUROS, PRODUTOS DE COURO E PELETERIA",OUTROS COUROS E PELES,COUROS/PELES ENVERNIZADOS OU REVESTIDOS,"COUROS E PELES,ENVERNIZADOS OU REVESTIDOS"
